Speed

Station: 4948 speed scores and cummulative difference from calculated score
Entry,4948-1,4948-2,4948-3,Calc'd Score,4948-1 Diff,4948-2 Diff,4948-3 Diff
601 SRIF_F_16 (S) ,4987-32 Dm,6.04,0,8,7,5,3,0,0,0,0,23
618 SRIF_F_18 (S) ,4987-31 Dm,12.0,0,0,4,6,14,1,1,0,0,26
618 SRIF_F_18 (S) ,4987-32 Dm,10.73,0,0,0,8,9,3,1,0,0,21
600 SRIF_F_16 (S) ,4987-31 Dm,9.03,0,2,4,5,9,2,0,0,0,22
600 SRIF_F_16 (S) ,4987-32 Dm,9,0,0,3,5,7,4,0,0,0,19
612 SRIF_F_17 (S) ,4987-31 Dm,14.24,0,1,5,8,7,5,1,1,0,28
612 SRIF_F_17 (S) ,4987-32 Dm,13.78,0,1,3,8,7,5,1,1,0,26
617 SRIF_F_18 (S) ,4987-31 Dm,10.3,0,0,6,6,12,1,0,0,0,25
617 SRIF_F_18 (S) ,4987-32 Dm,8.98,0,2,6,5,8,2,0,0,0,23
621 SRIF_F_19 ,4987-31 Dm,11.31,0,0,4,7,9,3,1,0,0,24
621 SRIF_F_19 ,4987-32 Dm,14.4,0,0,3,8,10,4,1,1,0,27
613 SRIF_F_17 (S) ,4987-31 Dm,9.15,0,2,6,4,9,2,0,0,0,23
613 SRIF_F_17 (S) ,4987-32 Dm,9.05,0,0,8,7,5,3,0,0,0,23
623 SRIF_F_19 ,4987-31 Dm,16.08,0,0,7,13,13,3,1,0,0,37
623 SRIF_F_19 ,4987-32 Dm,11.48,0,1,3,7,8,4,1,0,0,24
625 SRIF_F_20-29 ,4987-31 Dm,16.96,0,0,2,5,13,4,3,1,0,28
625 SRIF_F_20-29 ,4987-32 Dm,17.06,0,0,1,3,12,6,3,1,0,26
605 SRIF_F_16 (S) ,4987-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
605 SRIF_F_16 (S) ,4987-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
615 SRIF_F_18 (S) ,4987-31 Dm,13.57,0,0,2,6,15,3,1,0,0,27
615 SRIF_F_18 (S) ,4987-32 Dm,11.92,0,0,0,7,12,3,1,0,0,23
608 SRIF_F_17 (S) ,4987-31 Dm,19.21,0,1,2,3,11,6,2,3,0,28
608 SRIF_F_17 (S) ,4987-32 Dm,15.99,0,0,2,7,12,4,2,1,0,28
629 SRIF_F_20-29 ,4987-31 Dm,9.67,0,0,4,7,11,1,0,0,0,23
629 SRIF_F_20-29 ,4987-32 Dm,10.69,0,0,4,13,9,1,0,0,0,27
602 SRIF_F_16 (S) ,4987-31 Dm,12.66,0,1,4,7,8,3,1,1,0,25
602 SRIF_F_16 (S) ,4987-32 Dm,10.24,0,0,3,7,4,3,1,1,0,19
610 SRIF_F_17 (S) ,4987-31 Dm,13.6,0,1,4,6,12,2,1,1,0,27
610 SRIF_F_17 (S) ,4987-32 Dm,13.82,0,1,2,8,12,2,1,1,0,27
627 SRIF_F_20-29 ,4987-31 Dm,12.65,0,0,2,6,5,7,2,0,0,22
627 SRIF_F_20-29 ,4987-32 Dm,11.6,0,0,0,5,6,6,2,0,0,19
616 SRIF_F_18 (S) ,4987-31 Dm,20.49,0,0,4,7,8,6,3,3,0,31
616 SRIF_F_18 (S) ,4987-32 Dm,20.31,0,0,0,6,9,9,3,2,0,29
620 SRIF_F_18 (S) ,4987-31 Dm,7.72,0,3,8,4,5,2,0,0,0,22
620 SRIF_F_18 (S) ,4987-32 Dm,8.39,0,1,10,7,4,2,0,0,0,24
624 SRIF_F_19 ,4987-31 Dm,15.64,0,0,4,5,11,3,3,1,0,27
624 SRIF_F_19 ,4987-32 Dm,16.63,0,0,0,9,5,7,2,2,0,25
631 SRIF_F_20-29 ,4987-31 Dm,10.96,0,0,6,5,8,5,0,0,0,24
631 SRIF_F_20-29 ,4987-32 Dm,12.48,0,0,6,5,8,7,0,0,0,26
607 SRIF_F_17 (S) ,4987-31 Dm,14.48,0,0,1,4,10,5,2,1,0,23
607 SRIF_F_17 (S) ,4987-32 Dm,14.82,0,0,1,5,10,5,2,1,0,24
622 SRIF_F_19 ,4987-31 Dm,8.63,0,4,5,6,8,1,0,0,0,24
622 SRIF_F_19 ,4987-32 Dm,8.53,0,4,2,7,7,2,0,0,0,22
614 SRIF_F_17 (S) ,4987-31 Dm,0.99,0,2,3,0,0,0,0,0,0,5
614 SRIF_F_17 (S) ,4987-32 Dm,0.91,0,3,2,0,0,0,0,0,0,5
606 SRIF_F_17 (S) ,4987-31 Dm,12.49,0,1,4,5,9,3,1,1,0,24
606 SRIF_F_17 (S) ,4987-32 Dm,11.48,0,0,1,3,10,3,1,1,0,19
626 SRIF_F_20-29 ,4987-31 Dm,21.39,0,0,2,8,10,12,2,1,0,35
626 SRIF_F_20-29 ,4987-32 Dm,20.71,0,0,2,9,8,12,2,1,0,34
599 SRIF_F_16 (S) ,4987-31 Dm,17.97,0,0,6,7,7,5,3,2,0,30
599 SRIF_F_16 (S) ,4987-32 Dm,15.19,0,0,5,4,4,8,4,0,0,25
604 SRIF_F_16 (S) ,4987-31 Dm,9.29,0,4,9,6,6,2,0,0,0,27
604 SRIF_F_16 (S) ,4987-32 Dm,10.46,0,2,8,11,6,2,0,0,0,29
619 SRIF_F_18 (S) ,4987-31 Dm,13.33,0,0,3,8,12,2,2,0,0,27
619 SRIF_F_18 (S) ,4987-32 Dm,15.87,0,1,3,10,12,2,2,1,0,31
1805 SRIF_F_16 (S) ,4987-31 Dm,9.25,0,2,2,4,11,2,0,0,0,21
1805 SRIF_F_16 (S) ,4987-32 Dm,8.27,0,0,2,8,7,2,0,0,0,19

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
4987-21 Dp,2.16,0,104,101,68,15,2,0,0,0,8.79,33
4987-22 Dp,2.26,1,107,112,70,12,2,1,0,0,9.24,33

4987 Dp Avg Diff vs Judge Scores
Entry,Davg,4987-21 Dp,4987-22 Dp
599 SRIF_F_16 (S) ,4.39,3.54,5.24
630 SRIF_F_20-29 ,4.04,3.22,4.86
1805 SRIF_F_16 (S) ,3.7,3.64,3.76
612 SRIF_F_17 (S) ,3.51,3.51,3.51
616 SRIF_F_18 (S) ,3.28,3.16,3.39
623 SRIF_F_19 ,3.11,3.11,3.11
608 SRIF_F_17 (S) ,3.09,3.02,3.17
611 SRIF_F_17 (S) ,2.7,2.66,2.74
601 SRIF_F_16 (S) ,2.67,2.84,2.5
625 SRIF_F_20-29 ,2.61,2.85,2.37
603 SRIF_F_16 (S) ,2.5,2.56,2.45
626 SRIF_F_20-29 ,2.4,2.62,2.17
607 SRIF_F_17 (S) ,2.32,2.49,2.14
629 SRIF_F_20-29 ,2.28,2.43,2.13
618 SRIF_F_18 (S) ,2.25,2.32,2.17
624 SRIF_F_19 ,2.19,2.24,2.13
606 SRIF_F_17 (S) ,2.18,2.16,2.2
609 SRIF_F_17 (S) ,2.13,2.19,2.08
627 SRIF_F_20-29 ,2.04,1.58,2.51
619 SRIF_F_18 (S) ,2.01,1.97,2.05
605 SRIF_F_16 (S) ,2.0,1.91,2.1
622 SRIF_F_19 ,1.83,1.86,1.81
617 SRIF_F_18 (S) ,1.72,1.55,1.89
621 SRIF_F_19 ,1.61,1.44,1.78
631 SRIF_F_20-29 ,1.48,1.4,1.55
613 SRIF_F_17 (S) ,1.39,1.33,1.44
602 SRIF_F_16 (S) ,1.28,1.28,1.28
615 SRIF_F_18 (S) ,1.25,1.25,1.25
604 SRIF_F_16 (S) ,1.19,1.25,1.14
620 SRIF_F_18 (S) ,1.1,1.1,1.1
600 SRIF_F_16 (S) ,1.09,1.17,1.02
610 SRIF_F_17 (S) ,0.79,0.79,0.79
614 SRIF_F_17 (S) ,0.68,0.68,0.68

4987 Dp Relative Rankings
Entry,Rank,4987-21 Dp,4987-22 Dp
599 SRIF_F_16 (S) ,1,2,1
630 SRIF_F_20-29 ,2,4,2
1805 SRIF_F_16 (S) ,3,1,3
612 SRIF_F_17 (S) ,4,3,4
616 SRIF_F_18 (S) ,5,5,5
623 SRIF_F_19 ,6,6,7
608 SRIF_F_17 (S) ,7,7,6
611 SRIF_F_17 (S) ,8,10,8
601 SRIF_F_16 (S) ,9,9,10
625 SRIF_F_20-29 ,10,8,12
603 SRIF_F_16 (S) ,11,12,11
626 SRIF_F_20-29 ,12,11,14
607 SRIF_F_17 (S) ,13,13,16
629 SRIF_F_20-29 ,14,14,17
618 SRIF_F_18 (S) ,15,15,15
624 SRIF_F_19 ,16,16,18
606 SRIF_F_17 (S) ,17,18,13
609 SRIF_F_17 (S) ,18,17,20
627 SRIF_F_20-29 ,19,22,9
619 SRIF_F_18 (S) ,20,19,21
605 SRIF_F_16 (S) ,21,20,19
622 SRIF_F_19 ,22,21,23
617 SRIF_F_18 (S) ,23,23,22
621 SRIF_F_19 ,24,24,24
631 SRIF_F_20-29 ,25,25,25
613 SRIF_F_17 (S) ,26,26,26
602 SRIF_F_16 (S) ,27,27,27
615 SRIF_F_18 (S) ,28,28,28
604 SRIF_F_16 (S) ,29,29,29
620 SRIF_F_18 (S) ,30,31,30
600 SRIF_F_16 (S) ,31,30,31
610 SRIF_F_17 (S) ,32,32,32
614 SRIF_F_17 (S) ,33,33,33

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
609 SRIF_F_17 (S) ,4987-21 Dp,2.19,0,7,2,2,0,0,0,0,0,11
609 SRIF_F_17 (S) ,4987-22 Dp,2.08,0,7,3,1,0,0,0,0,0,11
603 SRIF_F_16 (S) ,4987-21 Dp,2.56,0,3,4,2,1,0,0,0,0,10
603 SRIF_F_16 (S) ,4987-22 Dp,2.45,0,3,5,1,1,0,0,0,0,10
630 SRIF_F_20-29 ,4987-21 Dp,3.22,0,4,4,2,2,0,0,0,0,12
630 SRIF_F_20-29 ,4987-22 Dp,4.86,0,3,7,3,2,1,0,0,0,16
611 SRIF_F_17 (S) ,4987-21 Dp,2.66,0,6,1,3,1,0,0,0,0,11
611 SRIF_F_17 (S) ,4987-22 Dp,2.74,0,5,2,3,1,0,0,0,0,11
601 SRIF_F_16 (S) ,4987-21 Dp,2.84,0,6,4,3,0,0,0,0,0,13
601 SRIF_F_16 (S) ,4987-22 Dp,2.5,0,6,4,2,0,0,0,0,0,12
618 SRIF_F_18 (S) ,4987-21 Dp,2.32,0,6,1,2,1,0,0,0,0,10
618 SRIF_F_18 (S) ,4987-22 Dp,2.17,0,5,1,2,1,0,0,0,0,9
600 SRIF_F_16 (S) ,4987-21 Dp,1.17,0,4,1,1,0,0,0,0,0,6
600 SRIF_F_16 (S) ,4987-22 Dp,1.02,0,3,1,1,0,0,0,0,0,5
612 SRIF_F_17 (S) ,4987-21 Dp,3.51,0,1,5,5,1,0,0,0,0,12
612 SRIF_F_17 (S) ,4987-22 Dp,3.51,0,1,5,5,1,0,0,0,0,12
617 SRIF_F_18 (S) ,4987-21 Dp,1.55,0,5,2,1,0,0,0,0,0,8
617 SRIF_F_18 (S) ,4987-22 Dp,1.89,0,5,2,2,0,0,0,0,0,9
621 SRIF_F_19 ,4987-21 Dp,1.44,0,2,2,2,0,0,0,0,0,6
621 SRIF_F_19 ,4987-22 Dp,1.78,0,2,2,3,0,0,0,0,0,7
613 SRIF_F_17 (S) ,4987-21 Dp,1.33,0,2,3,1,0,0,0,0,0,6
613 SRIF_F_17 (S) ,4987-22 Dp,1.44,0,2,2,2,0,0,0,0,0,6
623 SRIF_F_19 ,4987-21 Dp,3.11,0,4,5,4,0,0,0,0,0,13
623 SRIF_F_19 ,4987-22 Dp,3.11,0,4,5,4,0,0,0,0,0,13
625 SRIF_F_20-29 ,4987-21 Dp,2.85,0,1,4,3,0,1,0,0,0,9
625 SRIF_F_20-29 ,4987-22 Dp,2.37,0,1,3,3,1,0,0,0,0,8
605 SRIF_F_16 (S) ,4987-21 Dp,1.91,0,4,2,1,1,0,0,0,0,8
605 SRIF_F_16 (S) ,4987-22 Dp,2.1,0,3,2,2,1,0,0,0,0,8
615 SRIF_F_18 (S) ,4987-21 Dp,1.25,0,3,2,1,0,0,0,0,0,6
615 SRIF_F_18 (S) ,4987-22 Dp,1.25,0,3,2,1,0,0,0,0,0,6
608 SRIF_F_17 (S) ,4987-21 Dp,3.02,0,0,5,4,1,0,0,0,0,10
608 SRIF_F_17 (S) ,4987-22 Dp,3.17,0,4,6,2,1,0,0,0,0,13
629 SRIF_F_20-29 ,4987-21 Dp,2.43,0,1,4,4,0,0,0,0,0,9
629 SRIF_F_20-29 ,4987-22 Dp,2.13,0,2,5,2,0,0,0,0,0,9
602 SRIF_F_16 (S) ,4987-21 Dp,1.28,0,4,0,2,0,0,0,0,0,6
602 SRIF_F_16 (S) ,4987-22 Dp,1.28,0,4,0,2,0,0,0,0,0,6
610 SRIF_F_17 (S) ,4987-21 Dp,0.79,0,3,0,1,0,0,0,0,0,4
610 SRIF_F_17 (S) ,4987-22 Dp,0.79,0,3,0,1,0,0,0,0,0,4
627 SRIF_F_20-29 ,4987-21 Dp,1.58,0,1,4,0,1,0,0,0,0,6
627 SRIF_F_20-29 ,4987-22 Dp,2.51,0,3,6,2,0,0,0,0,0,11
616 SRIF_F_18 (S) ,4987-21 Dp,3.16,0,4,3,4,1,0,0,0,0,12
616 SRIF_F_18 (S) ,4987-22 Dp,3.39,0,4,4,4,1,0,0,0,0,13
620 SRIF_F_18 (S) ,4987-21 Dp,1.1,0,2,2,1,0,0,0,0,0,5
620 SRIF_F_18 (S) ,4987-22 Dp,1.1,0,2,2,1,0,0,0,0,0,5
624 SRIF_F_19 ,4987-21 Dp,2.24,0,2,4,3,0,0,0,0,0,9
624 SRIF_F_19 ,4987-22 Dp,2.13,0,2,5,2,0,0,0,0,0,9
631 SRIF_F_20-29 ,4987-21 Dp,1.4,0,4,2,1,0,0,0,0,0,7
631 SRIF_F_20-29 ,4987-22 Dp,1.55,0,5,2,1,0,0,0,0,0,8
607 SRIF_F_17 (S) ,4987-21 Dp,2.49,0,1,5,2,1,0,0,0,0,9
607 SRIF_F_17 (S) ,4987-22 Dp,2.14,0,1,2,3,1,0,0,0,0,7
622 SRIF_F_19 ,4987-21 Dp,1.86,0,1,3,0,2,0,0,0,0,6
622 SRIF_F_19 ,4987-22 Dp,1.81,0,1,5,0,1,0,0,0,0,7
614 SRIF_F_17 (S) ,4987-21 Dp,0.68,0,3,1,0,0,0,0,0,0,4
614 SRIF_F_17 (S) ,4987-22 Dp,0.68,0,3,1,0,0,0,0,0,0,4
606 SRIF_F_17 (S) ,4987-21 Dp,2.16,0,3,3,3,0,0,0,0,0,9
606 SRIF_F_17 (S) ,4987-22 Dp,2.2,0,4,4,2,0,0,0,0,0,10
626 SRIF_F_20-29 ,4987-21 Dp,2.62,0,3,5,0,2,0,0,0,0,10
626 SRIF_F_20-29 ,4987-22 Dp,2.17,1,3,4,2,0,0,0,0,0,10
599 SRIF_F_16 (S) ,4987-21 Dp,3.54,0,4,8,1,0,1,0,0,0,14
599 SRIF_F_16 (S) ,4987-22 Dp,5.24,0,4,6,4,0,1,1,0,0,16
604 SRIF_F_16 (S) ,4987-21 Dp,1.25,0,3,2,1,0,0,0,0,0,6
604 SRIF_F_16 (S) ,4987-22 Dp,1.14,0,3,3,0,0,0,0,0,0,6
619 SRIF_F_18 (S) ,4987-21 Dp,1.97,0,4,3,2,0,0,0,0,0,9
619 SRIF_F_18 (S) ,4987-22 Dp,2.05,0,3,4,2,0,0,0,0,0,9
1805 SRIF_F_16 (S) ,4987-21 Dp,3.64,0,3,5,6,0,0,0,0,0,14
1805 SRIF_F_16 (S) ,4987-22 Dp,3.76,0,3,7,5,0,0,0,0,0,15

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5064-41 Dr,2.2,230,116,37,9,1,0,0,0,0,15.12,26
5064-42 Dr,2.21,221,115,37,9,1,2,0,0,0,14.81,26

5064 Dr Avg Diff vs Judge Scores
Entry,Davg,5064-41 Dr,5064-42 Dr
813 SRIF60_M_8 ,3.81,3.81,3.81
825 SRIF60_M_10 (S) ,3.69,3.59,3.79
812 SRIF60_M_8 ,3.11,3.11,3.11
820 SRIF60_M_9 (S) ,3.04,3.1,2.98
818 SRIF60_M_9 (S) ,2.93,3.05,2.82
827 SRIF60_M_10 (S) ,2.83,2.13,3.53
828 SRIF60_M_10 (S) ,2.79,2.97,2.61
817 SRIF60_M_9 (S) ,2.66,2.72,2.6
829 SRIF60_M_10 (S) ,2.48,2.48,2.48
819 SRIF60_M_9 (S) ,2.44,2.44,2.44
824 SRIF60_M_9 (S) ,2.29,2.29,2.29
814 SRIF60_M_8 ,2.28,2.34,2.22
822 SRIF60_M_9 (S) ,2.28,2.4,2.16
823 SRIF60_M_9 (S) ,2.17,2.17,2.17
830 SRIF60_M_10 (S) ,2.17,2.17,2.17
806 SRIF60_M_7 and under ,2.16,2.16,2.16
805 SRIF60_M_7 and under ,2.05,2.05,2.05
826 SRIF60_M_10 (S) ,1.78,1.78,1.78
821 SRIF60_M_9 (S) ,1.65,1.65,1.65
816 SRIF60_M_8 ,1.59,1.65,1.53
807 SRIF60_M_7 and under ,1.41,1.41,1.41
810 SRIF60_M_8 ,1.41,1.41,1.41
815 SRIF60_M_8 ,1.26,1.26,1.26
808 SRIF60_M_7 and under ,1.26,1.26,1.26
809 SRIF60_M_7 and under ,1.11,1.11,1.11
811 SRIF60_M_8 ,0.57,0.57,0.57

5064 Dr Relative Rankings
Entry,Rank,5064-41 Dr,5064-42 Dr
813 SRIF60_M_8 ,1,1,1
825 SRIF60_M_10 (S) ,2,2,2
812 SRIF60_M_8 ,3,3,4
820 SRIF60_M_9 (S) ,4,4,5
818 SRIF60_M_9 (S) ,5,5,6
827 SRIF60_M_10 (S) ,6,16,3
828 SRIF60_M_10 (S) ,7,6,7
817 SRIF60_M_9 (S) ,8,7,8
829 SRIF60_M_10 (S) ,9,8,9
819 SRIF60_M_9 (S) ,10,9,10
824 SRIF60_M_9 (S) ,11,12,11
814 SRIF60_M_8 ,12,11,12
822 SRIF60_M_9 (S) ,13,10,15
823 SRIF60_M_9 (S) ,14,13,13
830 SRIF60_M_10 (S) ,15,14,14
806 SRIF60_M_7 and under ,16,15,16
805 SRIF60_M_7 and under ,17,17,17
826 SRIF60_M_10 (S) ,18,18,18
821 SRIF60_M_9 (S) ,19,19,19
816 SRIF60_M_8 ,20,20,20
807 SRIF60_M_7 and under ,21,21,21
810 SRIF60_M_8 ,22,22,22
815 SRIF60_M_8 ,23,23,23
808 SRIF60_M_7 and under ,24,24,24
809 SRIF60_M_7 and under ,25,25,25
811 SRIF60_M_8 ,26,26,26

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
827 SRIF60_M_10 (S) ,5064-41 Dr,2.13,14,3,0,0,0,0,0,0,0,17
827 SRIF60_M_10 (S) ,5064-42 Dr,3.53,13,3,0,0,0,2,0,0,0,18
829 SRIF60_M_10 (S) ,5064-41 Dr,2.48,4,8,2,1,0,0,0,0,0,15
829 SRIF60_M_10 (S) ,5064-42 Dr,2.48,4,8,2,1,0,0,0,0,0,15
823 SRIF60_M_9 (S) ,5064-41 Dr,2.17,3,9,2,0,0,0,0,0,0,14
823 SRIF60_M_9 (S) ,5064-42 Dr,2.17,3,9,2,0,0,0,0,0,0,14
828 SRIF60_M_10 (S) ,5064-41 Dr,2.97,16,7,0,0,0,0,0,0,0,23
828 SRIF60_M_10 (S) ,5064-42 Dr,2.61,13,7,0,0,0,0,0,0,0,20
816 SRIF60_M_8 ,5064-41 Dr,1.65,10,3,0,0,0,0,0,0,0,13
816 SRIF60_M_8 ,5064-42 Dr,1.53,9,3,0,0,0,0,0,0,0,12
807 SRIF60_M_7 and under ,5064-41 Dr,1.41,8,3,0,0,0,0,0,0,0,11
807 SRIF60_M_7 and under ,5064-42 Dr,1.41,8,3,0,0,0,0,0,0,0,11
817 SRIF60_M_9 (S) ,5064-41 Dr,2.72,12,7,1,0,0,0,0,0,0,20
817 SRIF60_M_9 (S) ,5064-42 Dr,2.6,11,7,1,0,0,0,0,0,0,19
809 SRIF60_M_7 and under ,5064-41 Dr,1.11,8,1,0,0,0,0,0,0,0,9
809 SRIF60_M_7 and under ,5064-42 Dr,1.11,8,1,0,0,0,0,0,0,0,9
813 SRIF60_M_8 ,5064-41 Dr,3.81,16,8,3,0,0,0,0,0,0,27
813 SRIF60_M_8 ,5064-42 Dr,3.81,16,8,3,0,0,0,0,0,0,27
830 SRIF60_M_10 (S) ,5064-41 Dr,2.17,2,6,3,1,0,0,0,0,0,12
830 SRIF60_M_10 (S) ,5064-42 Dr,2.17,2,6,3,1,0,0,0,0,0,12
821 SRIF60_M_9 (S) ,5064-41 Dr,1.65,10,3,0,0,0,0,0,0,0,13
821 SRIF60_M_9 (S) ,5064-42 Dr,1.65,10,3,0,0,0,0,0,0,0,13
815 SRIF60_M_8 ,5064-41 Dr,1.26,8,2,0,0,0,0,0,0,0,10
815 SRIF60_M_8 ,5064-42 Dr,1.26,8,2,0,0,0,0,0,0,0,10
810 SRIF60_M_8 ,5064-41 Dr,1.41,1,4,3,0,0,0,0,0,0,8
810 SRIF60_M_8 ,5064-42 Dr,1.41,1,4,3,0,0,0,0,0,0,8
818 SRIF60_M_9 (S) ,5064-41 Dr,3.05,1,5,8,1,0,0,0,0,0,15
818 SRIF60_M_9 (S) ,5064-42 Dr,2.82,1,5,7,1,0,0,0,0,0,14
825 SRIF60_M_10 (S) ,5064-41 Dr,3.59,2,3,3,5,1,0,0,0,0,14
825 SRIF60_M_10 (S) ,5064-42 Dr,3.79,3,2,4,5,1,0,0,0,0,15
814 SRIF60_M_8 ,5064-41 Dr,2.34,17,2,0,0,0,0,0,0,0,19
814 SRIF60_M_8 ,5064-42 Dr,2.22,16,2,0,0,0,0,0,0,0,18
805 SRIF60_M_7 and under ,5064-41 Dr,2.05,7,5,2,0,0,0,0,0,0,14
805 SRIF60_M_7 and under ,5064-42 Dr,2.05,7,5,2,0,0,0,0,0,0,14
811 SRIF60_M_8 ,5064-41 Dr,0.57,1,3,0,0,0,0,0,0,0,4
811 SRIF60_M_8 ,5064-42 Dr,0.57,1,3,0,0,0,0,0,0,0,4
819 SRIF60_M_9 (S) ,5064-41 Dr,2.44,14,2,2,0,0,0,0,0,0,18
819 SRIF60_M_9 (S) ,5064-42 Dr,2.44,14,2,2,0,0,0,0,0,0,18
826 SRIF60_M_10 (S) ,5064-41 Dr,1.78,7,4,0,1,0,0,0,0,0,12
826 SRIF60_M_10 (S) ,5064-42 Dr,1.78,7,4,0,1,0,0,0,0,0,12
812 SRIF60_M_8 ,5064-41 Dr,3.11,19,4,1,0,0,0,0,0,0,24
812 SRIF60_M_8 ,5064-42 Dr,3.11,19,4,1,0,0,0,0,0,0,24
824 SRIF60_M_9 (S) ,5064-41 Dr,2.29,2,6,5,0,0,0,0,0,0,13
824 SRIF60_M_9 (S) ,5064-42 Dr,2.29,2,6,5,0,0,0,0,0,0,13
808 SRIF60_M_7 and under ,5064-41 Dr,1.26,8,2,0,0,0,0,0,0,0,10
808 SRIF60_M_7 and under ,5064-42 Dr,1.26,8,2,0,0,0,0,0,0,0,10
820 SRIF60_M_9 (S) ,5064-41 Dr,3.1,17,4,2,0,0,0,0,0,0,23
820 SRIF60_M_9 (S) ,5064-42 Dr,2.98,16,4,2,0,0,0,0,0,0,22
806 SRIF60_M_7 and under ,5064-41 Dr,2.16,8,8,0,0,0,0,0,0,0,16
806 SRIF60_M_7 and under ,5064-42 Dr,2.16,8,8,0,0,0,0,0,0,0,16
822 SRIF60_M_9 (S) ,5064-41 Dr,2.4,15,4,0,0,0,0,0,0,0,19
822 SRIF60_M_9 (S) ,5064-42 Dr,2.16,13,4,0,0,0,0,0,0,0,17

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5064-31 Dm,1.36,0,94,41,19,8,0,0,0,0,6.48,25
5064-32 Dm,1.31,0,96,39,17,7,0,0,0,0,6.36,25

5064 Dm Avg Diff vs Judge Scores
Entry,Davg,5064-31 Dm,5064-32 Dm
825 SRIF60_M_10 (S) ,4.51,4.51,4.51
818 SRIF60_M_9 (S) ,3.32,3.32,3.32
829 SRIF60_M_10 (S) ,3.05,3.52,2.59
823 SRIF60_M_9 (S) ,3.03,3.14,2.91
824 SRIF60_M_9 (S) ,2.83,2.94,2.71
830 SRIF60_M_10 (S) ,2.57,2.55,2.59
817 SRIF60_M_9 (S) ,1.58,1.58,1.58
810 SRIF60_M_8 ,1.44,1.44,1.44
808 SRIF60_M_7 and under ,1.43,1.43,1.43
828 SRIF60_M_10 (S) ,1.14,1.14,1.14
826 SRIF60_M_10 (S) ,1.06,1.06,1.06
813 SRIF60_M_8 ,0.9,0.9,0.9
805 SRIF60_M_7 and under ,0.76,0.76,0.76
812 SRIF60_M_8 ,0.75,0.75,0.75
827 SRIF60_M_10 (S) ,0.6,0.6,0.6
819 SRIF60_M_9 (S) ,0.6,0.6,0.6
806 SRIF60_M_7 and under ,0.6,0.6,0.6
820 SRIF60_M_9 (S) ,0.53,0.53,0.53
816 SRIF60_M_8 ,0.45,0.45,0.45
809 SRIF60_M_7 and under ,0.45,0.45,0.45
821 SRIF60_M_9 (S) ,0.45,0.45,0.45
815 SRIF60_M_8 ,0.45,0.45,0.45
822 SRIF60_M_9 (S) ,0.45,0.45,0.45
807 SRIF60_M_7 and under ,0.3,0.3,0.3
811 SRIF60_M_8 ,0.15,0.15,0.15
814 SRIF60_M_8 ,0.0,0,0

5064 Dm Relative Rankings
Entry,Rank,5064-31 Dm,5064-32 Dm
825 SRIF60_M_10 (S) ,1,1,1
818 SRIF60_M_9 (S) ,2,3,2
829 SRIF60_M_10 (S) ,3,2,5
823 SRIF60_M_9 (S) ,4,4,3
824 SRIF60_M_9 (S) ,5,5,4
830 SRIF60_M_10 (S) ,6,6,6
817 SRIF60_M_9 (S) ,7,7,7
810 SRIF60_M_8 ,8,8,8
808 SRIF60_M_7 and under ,9,9,9
828 SRIF60_M_10 (S) ,10,10,10
826 SRIF60_M_10 (S) ,11,11,11
813 SRIF60_M_8 ,12,12,12
805 SRIF60_M_7 and under ,13,13,13
812 SRIF60_M_8 ,14,14,14
827 SRIF60_M_10 (S) ,15,15,15
819 SRIF60_M_9 (S) ,16,16,16
806 SRIF60_M_7 and under ,17,17,17
820 SRIF60_M_9 (S) ,18,18,18
816 SRIF60_M_8 ,19,19,19
809 SRIF60_M_7 and under ,20,20,20
821 SRIF60_M_9 (S) ,21,21,21
815 SRIF60_M_8 ,22,22,22
822 SRIF60_M_9 (S) ,23,23,23
807 SRIF60_M_7 and under ,24,24,24
811 SRIF60_M_8 ,25,25,25
814 SRIF60_M_8 ,26,26,26

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
827 SRIF60_M_10 (S) ,5064-31 Dm,0.6,0,4,0,0,0,0,0,0,0,4
827 SRIF60_M_10 (S) ,5064-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
829 SRIF60_M_10 (S) ,5064-31 Dm,3.52,0,3,3,4,2,0,0,0,0,12
829 SRIF60_M_10 (S) ,5064-32 Dm,2.59,0,4,2,3,1,0,0,0,0,10
823 SRIF60_M_9 (S) ,5064-31 Dm,3.14,0,5,3,2,2,0,0,0,0,12
